[-3.258198813860247e-05, -7.748964182408002e-05, 2.4138810478468997e-05, 9.400284096727773e-05, -4.6281868017139516e-05, -7.00758744720531e-05]
[0.07627832907548307, 0.03792098619402063, -0.06978828351558725, 9.311124974293178e-05, 0.03176865463992751, 0.07623409210496195]
[0.15258924013910474, 0.07591946202986534, -0.13960070584165296, 9.221965851858583e-05, 0.06358359114787215, 0.15253826008439594]
[0.22890015120272642, 0.11391793786571006, -0.2094131281677187, 9.132806729423987e-05, 0.09539852765581681, 0.22884242806382993]
[0.3052110622663481, 0.15191641370155476, -0.2792255504937844, 9.043647606989393e-05, 0.12721346416376145, 0.30514659604326394]
[0.38152197332996973, 0.18991488953739946, -0.3490379728198501, 8.954488484554797e-05, 0.1590284006717061, 0.3814507640226979]
[0.45783288439359143, 0.2279133653732442, -0.4188503951459159, 8.865329362120201e-05, 0.19084333717965077, 0.4577549320021319]
[0.534143795457213, 0.2659118412090889, -0.4886628174719816, 8.776170239685607e-05, 0.22265827368759541, 0.5340590999815659]
[0.6104547065208348, 0.3039103170449336, -0.5584752397980473, 8.687011117251011e-05, 0.25447321019554003, 0.6103632679609999]
[0.6867656175844564, 0.3419087928807783, -0.628287662124113, 8.597851994816416e-05, 0.2862881467034847, 0.6866674359404339]
[0.7630765286480781, 0.379907268716623, -0.6981000844501787, 8.50869287238182e-05, 0.3181030832114293, 0.7629716039198678]
[0.8393874397116997, 0.4179057445524677, -0.7679125067762443, 8.419533749947226e-05, 0.349918019719374, 0.8392757718993018]
[0.9156983507753215, 0.45590422038831246, -0.8377249291023102, 8.33037462751263e-05, 0.3817329562273187, 0.9155799398787359]
[0.9920092618389431, 0.49390269622415717, -0.9075373514283759, 8.241215505078034e-05, 0.4135478927352633, 0.9918841078581699]
[1.0683201729025646, 0.5319011720600019, -0.9773497737544417, 8.15205638264344e-05, 0.44536282924320797, 1.0681882758376038]
[1.1446310839661864, 0.5698996478958466, -1.0471621960805073, 8.062897260208844e-05, 0.4771777657511526, 1.1444924438170379]
